C01,Opole,50.67211,17.92533
C02,Wrocław,51.1,17.03333
C03,Nysa,50.47458,17.33339
C04,Katowice,50.26489,19.02378
C05,Wałbrzych,50.77356,16.28469
C06,Kłodzko,50.43333,16.65
C07,Rybnik,50.1067,18.54589
C08,Gliwice,50.29761,18.67658
C09,Jelenia Góra,50.90395,15.72549
C10,Legnica,51.20948,16.1619
